67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,72,72,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,72,72,72,72,72,72,72,72,67,67,67,72,72,72,72,72,67,67,67,67,67,67,67,67
67,67,67,67,72,72,72,72,72,72,72,72,72,67,67,67,67,67,72,72,72,72,72,67,67,67,67,67,67,67
67,67,67,67,72,72,72,72,72,72,72,72,72,67,67,67,67,67,72,72,72,72,72,72,67,67,67,67,67,67
67,67,67,72,72,72,72,72,72,72,72,72,72,67,67,67,67,72,72,72,72,72,72,72,67,67,67,67,67,67
67,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,72,72,72,72,72,72,72,72,67,67,67,67,67,67
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,67
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67
72,72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,72,72,72,72,72,72,72,72,72,72,72,72,72,67
72,72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,67,67,67,67,67,67,67,72,72,72,72,72,72,72,72,72,72,72,72,72
